"BehaviorSpace results (NetLogo 6.2.2)"
"creative_quick.nlogo"
"levy-msd"
"10/03/2022 17:04:53:331 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-30","30"
"[run number]","step-size","num","dist-type","[step]","get-msd","step-size * sqrt ticks"
"8","0.5","150","weibull","763","23.52077953410488","13.811227316933133"
"10","1","50","log-normal","2348","25.907334612971468","48.45616575834287"
"7","0.5","150","log-normal","1106","21.336954667892126","16.62828914831589"
"4","0.5","100","log-normal","2976","24.880781325922104","27.27636339397171"
"1","0.5","50","log-normal","4397","23.86979682880518","33.15493930020081"
"9","0.5","150","cauchy","462","23.934065988344887","10.747092630102339"
"10","1","50","log-normal","2349","25.875274141548097","48.46648326421054"
"10","1","50","log-normal","2350","25.878183410534994","48.47679857416329"
"1","0.5","50","log-normal","4398","23.892829735194795","33.15870926317851"
"8","0.5","150","weibull","764","23.47810843003613","13.820274961085254"
"7","0.5","150","log-normal","1107","21.392709097520598","16.635804759614125"
"10","1","50","log-normal","2351","25.79829705496742","48.48711168960263"
"1","0.5","50","log-normal","4399","23.84328007217206","33.16247879758086"
"10","1","50","log-normal","2352","25.65350511174489","48.49742261192856"
"4","0.5","100","log-normal","2977","24.853650243855185","27.28094573140748"
"10","1","50","log-normal","2353","25.739772340913447","48.507731342539614"
"1","0.5","50","log-normal","4400","23.73640375794634","33.166247903554"
"7","0.5","150","log-normal","1108","21.353829879310027","16.64331697709324"
"8","0.5","150","weibull","765","23.51666431423124","13.82931668593933"
"10","1","50","log-normal","2354","25.736225262157696","48.518037882832814"
"4","0.5","100","log-normal","2978","24.890419028891106","27.285527299284507"
"1","0.5","50","log-normal","4401","23.717738102699844","33.17001658124397"
"10","1","50","log-normal","2355","25.796478958898422","48.52834223420371"
"1","0.5","50","log-normal","4402","23.788446259068966","33.17378483079674"
"10","1","50","log-normal","2356","25.758900854552486","48.53864439804639"
"7","0.5","150","log-normal","1109","21.390224343669278","16.650825805346713"
"9","0.5","150","cauchy","463","24.151095166538656","10.758717395675006"
"8","0.5","150","weibull","766","23.42507409536956","13.838352503098047"
"4","0.5","100","log-normal","2979","24.84814501138048","27.290108097990377"
"1","0.5","50","log-normal","4403","23.693684001562513","33.17755265235819"
"10","1","50","log-normal","2357","25.702038279138367","48.54894437575342"
"10","1","50","log-normal","2358","25.765664031525","48.55924216871593"
"1","0.5","50","log-normal","4404","23.694985410363522","33.18132004607411"
"4","0.5","100","log-normal","2980","24.85656705750276","27.294688127912362"
"7","0.5","150","log-normal","1110","21.432116027941642","16.658331248957683"
"10","1","50","log-normal","2359","25.686677592597224","48.569537778323564"
"8","0.5","150","weibull","767","23.45949028627352","13.847382424126229"
"1","0.5","50","log-normal","4405","23.71639690661892","33.185087012090236"
"9","0.5","150","cauchy","464","24.220423930420814","10.770329614269007"
"10","1","50","log-normal","2360","25.687705477809864","48.579831205964474"
"4","0.5","100","log-normal","2981","24.906486345135914","27.299267389437397"
"1","0.5","50","log-normal","4406","23.651417677258937","33.18885355055218"
"10","1","50","log-normal","2361","25.738592296447443","48.590122453025366"
"7","0.5","150","log-normal","1111","21.515774030989938","16.665833312498957"
"10","1","50","log-normal","2362","25.744410072845632","48.60041152089147"
"8","0.5","150","weibull","768","23.485095329574747","13.856406460551018"
"1","0.5","50","log-normal","4407","23.649393800334725","33.1926196616055"
"4","0.5","100","log-normal","2982","25.00056626441967","27.303845882952093"
"10","1","50","log-normal","2363","25.646067822509927","48.61069841094653"
"1","0.5","50","log-normal","4408","23.64130494895948","33.19638534539566"
"7","0.5","150","log-normal","1112","21.515430085896977","16.673332000533065"
"10","1","50","log-normal","2364","25.490351393292922","48.620983124572874"
"4","0.5","100","log-normal","2983","24.94203206149906","27.308423608842748"
"1","0.5","50","log-normal","4409","23.70365854522301","33.20015060206806"
"10","1","50","log-normal","2365","25.36247706158494","48.63126566315131"
"8","0.5","150","weibull","769","23.54363691666079","13.865424623862047"
"1","0.5","50","log-normal","4410","23.828465800067296","33.20391543176798"
"4","0.5","100","log-normal","2984","25.02881048536229","27.313000567495326"
"10","1","50","log-normal","2366","25.359159370015007","48.641546028061235"
"7","0.5","150","log-normal","1113","21.52466786048272","16.680827317612277"
"1","0.5","50","log-normal","4411","23.897588997836777","33.20767983464066"
"10","1","50","log-normal","2367","25.525054714094377","48.65182422068057"
"4","0.5","100","log-normal","2985","25.06177163069396","27.31757675929547"
"10","1","50","log-normal","2368","25.533854124465872","48.662100242385755"
"8","0.5","150","weibull","770","23.676789987252572","13.874436925511608"
"1","0.5","50","log-normal","4412","23.830029506407815","33.21144381083123"
"7","0.5","150","log-normal","1114","21.558354344700753","16.688319268278637"
"10","1","50","log-normal","2369","25.5421214209406","48.67237409455183"
"4","0.5","100","log-normal","2986","25.061000843433828","27.3221521846285"
"1","0.5","50","log-normal","4413","23.804904576082812","33.21520736048475"
"10","1","50","log-normal","2370","25.54105707148999","48.68264577855234"
"1","0.5","50","log-normal","4414","23.767477867220286","33.21897048374618"
"10","1","50","log-normal","2371","25.554783201394557","48.692915295759406"
"4","0.5","100","log-normal","2987","25.108136924958895","27.326726843879417"
"8","0.5","150","weibull","771","23.64405416995937","13.88344337691482"
"7","0.5","150","log-normal","1115","21.58342226723765","16.695807857064"
"10","1","50","log-normal","2372","25.55854831729943","48.703182647543684"
"1","0.5","50","log-normal","4415","23.73736376037786","33.22273318076043"
"10","1","50","log-normal","2373","25.47629100851674","48.7134478352744"
"4","0.5","100","log-normal","2988","25.055881080258295","27.331300737432898"
"1","0.5","50","log-normal","4416","23.706269910182527","33.2264954516723"
"10","1","50","log-normal","2374","25.5431125894527","48.72371086031933"
"7","0.5","150","log-normal","1116","21.616808437966743","16.703293088490067"
"8","0.5","150","weibull","772","23.669380404680016","13.892443989449804"
"4","0.5","100","log-normal","2989","25.074474180180438","27.33587386567329"
"1","0.5","50","log-normal","4417","23.717630724033175","33.23025729662652"
"10","1","50","log-normal","2375","25.209584447549762","48.73397172404482"
"10","1","50","log-normal","2376","25.26315577260726","48.744230427815765"
"1","0.5","50","log-normal","4418","23.729504964176815","33.23401871576773"
"7","0.5","150","log-normal","1117","21.628675704560727","16.710774967068403"
"4","0.5","100","log-normal","2990","24.948083330218452","27.340446228984632"
"10","1","50","log-normal","2377","25.25649870961621","48.75448697299562"
"1","0.5","50","log-normal","4419","23.78008197488353","33.237779709240506"
"8","0.5","150","weibull","773","23.664807561788855","13.901438774457844"
"10","1","50","log-normal","2378","25.19134648350954","48.76474136094644"
"4","0.5","100","log-normal","2991","24.99528867833628","27.345017827750635"
"1","0.5","50","log-normal","4420","23.887799075811955","33.24154027718932"
"7","0.5","150","log-normal","1118","21.670531718219657","16.718253497300488"
"10","1","50","log-normal","2379","25.01445959449057","48.774993593028796"
"1","0.5","50","log-normal","4421","23.865699465450565","33.24530041975858"
"10","1","50","log-normal","2380","25.003407240683437","48.78524367060187"
"4","0.5","100","log-normal","2992","24.98958232968571","27.349588662354687"
"8","0.5","150","weibull","774","23.58513777314813","13.910427743243556"
"1","0.5","50","log-normal","4422","23.88925593740283","33.2490601370926"
"7","0.5","150","log-normal","1119","21.64626730658662","16.72572868367773"
"4","0.5","100","log-normal","2993","25.001245927989213","27.35415873317986"
"1","0.5","50","log-normal","4423","23.92384937224511","33.25281942933561"
"1","0.5","50","log-normal","4424","23.953025638993104","33.25657829663178"
"7","0.5","150","log-normal","1120","21.641458464690974","16.73320053068151"
"4","0.5","100","log-normal","2994","25.009148781548795","27.358728040608906"
"1","0.5","50","log-normal","4425","23.975111033052368","33.26033673912518"
"4","0.5","100","log-normal","2995","24.991041920828412","27.363296585024255"
"1","0.5","50","log-normal","4426","23.977783584944884","33.26409475695979"
"7","0.5","150","log-normal","1121","21.68219356338249","16.740669042783207"
"1","0.5","50","log-normal","4427","23.85192082679571","33.26785235027954"
"4","0.5","100","log-normal","2996","24.990728579328692","27.367864366808018"
"1","0.5","50","log-normal","4428","23.85426421629723","33.27160951922825"
"7","0.5","150","log-normal","1122","21.704500457793575","16.748134224444225"
"9","0.5","150","cauchy","465","24.338274922221128","10.781929326423912"
"8","0.5","150","weibull","775","23.602005563694895","13.919410907075054"
"10","1","50","log-normal","2381","25.146194092577733","48.79549159502341"
"4","0.5","100","log-normal","2997","24.99912454589705","27.37243138634199"
"1","0.5","50","log-normal","4429","23.881716916809378","33.27536626394967"
"10","1","50","log-normal","2382","25.234405268309107","48.80573736764972"
"1","0.5","50","log-normal","4430","23.83571360918645","33.279122584587476"
"4","0.5","100","log-normal","2998","25.119405165875882","27.37699764400764"
"7","0.5","150","log-normal","1123","21.699011888582938","16.75559608011604"
"10","1","50","log-normal","2383","25.275771036086805","48.815980989835694"
"1","0.5","50","log-normal","4431","23.74906642423648","33.28287848128524"
"10","1","50","log-normal","2384","25.362351372901546","48.82622246293481"
"4","0.5","100","log-normal","2999","25.195754105042802","27.381563140186135"
"1","0.5","50","log-normal","4432","23.744085363514838","33.28663395418648"
"9","0.5","150","cauchy","466","24.337107018168112","10.793516572461451"
"10","1","50","log-normal","2385","25.366675579324568","48.83646178829912"
"7","0.5","150","log-normal","1124","21.67405445249132","16.76305461424021"
"8","0.5","150","weibull","776","23.67357146503807","13.92838827718412"
"1","0.5","50","log-normal","4433","23.82483938769596","33.29038900343461"
"10","1","50","log-normal","2386","25.31270589038925","48.84669896727925"
"4","0.5","100","log-normal","3000","25.147974238897227","27.386127875258307"
"10","1","50","log-normal","2387","25.23250941642816","48.85693400122443"
"1","0.5","50","log-normal","4434","23.56373005846679","33.294143629172986"
"7","0.5","150","log-normal","1125","21.716517822528644","16.77050983124842"
"10","1","50","log-normal","2388","25.328582895986358","48.86716689148246"
"4","0.5","100","log-normal","3001","25.096844426330406","27.390691849604675"
"1","0.5","50","log-normal","4435","23.58729915736091","33.29789783154486"
"8","0.5","150","weibull","777","23.74136761565928","13.937359864766353"
"10","1","50","log-normal","2389","25.559303795117597","48.877397639399746"
"9","0.5","150","cauchy","467","24.189256349277223","10.805091392487155"
"1","0.5","50","log-normal","4436","23.65744159024712","33.301651610693426"
"4","0.5","100","log-normal","3002","25.031305921732354","27.39525506360545"
"7","0.5","150","log-normal","1126","21.718440265934678","16.777961735562517"
"10","1","50","log-normal","2390","25.557504850071535","48.88762624632127"
"1","0.5","50","log-normal","4437","23.716772493317965","33.30540496676178"
"10","1","50","log-normal","2391","25.5928015156939","48.8978527135906"
"4","0.5","100","log-normal","3003","25.01999877408887","27.399817517640514"
"8","0.5","150","weibull","778","23.730829850487417","13.946325680981353"
"1","0.5","50","log-normal","4438","23.780954117806452","33.30915789989294"
"10","1","50","log-normal","2392","25.522255718177856","48.908077042549934"
"7","0.5","150","log-normal","1127","21.72203400016168","16.78541033159452"
"10","1","50","log-normal","2393","25.503373109289253","48.91829923454004"
"4","0.5","100","log-normal","3004","25.05343007514187","27.40437921208944"
"1","0.5","50","log-normal","4439","23.887257079525988","33.31291041022985"
"10","1","50","log-normal","2394","25.550194451167105","48.92851929090027"
"8","0.5","150","weibull","779","23.688375444214902","13.955285736952863"
"7","0.5","150","log-normal","1128","21.687727722439504","16.792855623746664"
"1","0.5","50","log-normal","4440","23.91227080837381","33.31666249791537"
"10","1","50","log-normal","2395","25.559099948759858","48.938737212968626"
"9","0.5","150","cauchy","468","24.104762714346233","10.816653826391969"
"4","0.5","100","log-normal","3005","25.046981578927966","27.408940147331492"
"10","1","50","log-normal","2396","25.23490253445907","48.948953002081666"
"1","0.5","50","log-normal","4441","23.809328703391444","33.32041416309227"
"4","0.5","100","log-normal","3006","24.98200944114948","27.4135003237456"
"10","1","50","log-normal","2397","25.30090465941875","48.95916665957459"
"1","0.5","50","log-normal","4442","23.827199603623797","33.324165405903265"
"7","0.5","150","log-normal","1129","21.669651912524596","16.80029761641144"
"8","0.5","150","weibull","780","23.7814225959953","13.96424004376894"
"10","1","50","log-normal","2398","25.34728161225328","48.96937818678118"
"4","0.5","100","log-normal","3007","24.935181938821934","27.41805974171039"
"1","0.5","50","log-normal","4443","23.7989080433455","33.32791622649097"
"10","1","50","log-normal","2399","25.16066155453849","48.979587585033826"
"1","0.5","50","log-normal","4444","23.83053318674435","33.331666624997915"
"7","0.5","150","log-normal","1130","21.640632885620352","16.80773631397161"
"10","1","50","log-normal","2400","25.092190498786625","48.98979485566356"
"4","0.5","100","log-normal","3008","24.96053681817295","27.422618401604176"
"8","0.5","150","weibull","781","23.801022525907","13.97318861248212"
"10","1","50","log-normal","2401","25.250380502846678","49"
"10","1","50","log-normal","2402","25.39899576045048","49.01020301937138"
"4","0.5","100","log-normal","3009","24.970861220897184","27.427176303804956"
"10","1","50","log-normal","2403","25.61196557593921","49.02040391510457"
"9","0.5","150","cauchy","469","24.24198206683979","10.828203913853857"
"4","0.5","100","log-normal","3010","24.946970126347153","27.431733448690405"
"8","0.5","150","weibull","782","23.813850160863907","13.982131454109563"
"10","1","50","log-normal","2404","25.638163523867075","49.03060268852505"
"10","1","50","log-normal","2405","25.686447368013408","49.040799340956916"
"1","0.5","50","log-normal","4445","23.965018155722706","33.33541660156657"
"4","0.5","100","log-normal","3011","24.954127826204733","27.436289836637897"
"10","1","50","log-normal","2406","25.697113192245478","49.05099387372289"
"9","0.5","150","cauchy","470","24.36194015501506","10.8397416943394"
"10","1","50","log-normal","2407","25.739844535313797","49.06118628814432"
"8","0.5","150","weibull","783","23.848238586268025","13.991068579633222"
"1","0.5","50","log-normal","4446","24.044021189056846","33.3391661563393"
"4","0.5","100","log-normal","3012","24.964631180838964","27.440845468024488"
"10","1","50","log-normal","2408","25.546736628667727","49.07137658554119"
"7","0.5","150","log-normal","1131","21.675004846433723","16.815171720800237"
"10","1","50","log-normal","2409","25.597496677351863","49.08156476723211"
"1","0.5","50","log-normal","4447","23.989665707900727","33.34291528945842"
"4","0.5","100","log-normal","3013","24.980246536558866","27.445400343226915"
"10","1","50","log-normal","2410","25.581156982031754","49.09175083453431"
"8","0.5","150","weibull","784","23.888188308475982","14"
"9","0.5","150","cauchy","471","24.537856213850475","10.851267207105353"
"1","0.5","50","log-normal","4448","23.956859970081553","33.34666400106613"
"10","1","50","log-normal","2411","25.602097486421947","49.10193478876367"
"7","0.5","150","log-normal","1132","21.706009052127545","16.822603841260722"
"4","0.5","100","log-normal","3014","24.960361740273843","27.44995446262161"
"1","0.5","50","log-normal","4449","23.880043471775796","33.350412291304586"
"10","1","50","log-normal","2412","25.814249261975483","49.1121166312347"
"10","1","50","log-normal","2413","25.79371127627292","49.122296363260546"
"1","0.5","50","log-normal","4450","23.83774855912527","33.354160160315836"
"4","0.5","100","log-normal","3015","24.936980969234313","27.454507826584692"
"7","0.5","150","log-normal","1133","21.74026795929845","16.830032679706836"
"8","0.5","150","weibull","785","23.92741277887793","14.0089257261219"
"10","1","50","log-normal","2414","25.883665520195045","49.13247398615299"
"9","0.5","150","cauchy","472","24.79029261094171","10.862780491200215"
"1","0.5","50","log-normal","4451","23.854934222696016","33.35790760824186"
"10","1","50","log-normal","2415","25.95122875036313","49.14264950122246"
"4","0.5","100","log-normal","3016","24.898511932389304","27.459060435491963"
"1","0.5","50","log-normal","4452","23.78947069277327","33.36165463522455"
"10","1","50","log-normal","2416","25.986142457778097","49.15282290977803"
"4","0.5","100","log-normal","3017","24.866333903157873","27.463612289718917"
"8","0.5","150","weibull","786","23.983727357790183","14.017845768876187"
"10","1","50","log-normal","2417","25.803978319726","49.16299421312742"
"1","0.5","50","log-normal","4453","23.758381531882495","33.36540124140574"
"9","0.5","150","cauchy","473","25.02752785171782","10.874281585465774"
"7","0.5","150","log-normal","1134","21.776192959192844","16.837458240482736"
"4","0.5","100","log-normal","3018","24.870820073699676","27.468163389640743"
"1","0.5","50","log-normal","4454","23.80093091371598","33.36914742692717"
"10","1","50","log-normal","2418","25.666840871673898","49.17316341257699"
"8","0.5","150","weibull","787","24.027416513981137","14.026760139105537"
"1","0.5","50","log-normal","4455","23.856420325558194","33.37289319193048"
"4","0.5","100","log-normal","3019","24.88591850096934","27.472713735632308"
"10","1","50","log-normal","2419","25.643513131669494","49.18333050943175"
"7","0.5","150","log-normal","1135","21.723336730670894","16.844880527923017"
"1","0.5","50","log-normal","4456","23.879222109373128","33.37663853655727"
"10","1","50","log-normal","2420","25.600398619753427","49.193495504995376"
"9","0.5","150","cauchy","474","25.022679404442673","10.88577052853862"
"4","0.5","100","log-normal","3020","24.863666801541825","27.477263328068172"
"1","0.5","50","log-normal","4457","23.955094684091534","33.380383460949034"
"10","1","50","log-normal","2421","25.454298971575728","49.20365840057018"
"8","0.5","150","weibull","788","24.07207250968142","14.035668847618199"
"10","1","50","log-normal","2422","25.41830549384272","49.21381919745713"
"7","0.5","150","log-normal","1136","21.74677462908478","16.852299546352718"
"4","0.5","100","log-normal","3021","24.8879324848388","27.48181216732259"
"1","0.5","50","log-normal","4458","23.8453650409572","33.384127965247195"
"10","1","50","log-normal","2423","25.353602764817946","49.22397789695587"
"1","0.5","50","log-normal","4459","23.84785669628413","33.3878720495931"
"10","1","50","log-normal","2424","25.20352902348569","49.23413450036468"
"4","0.5","100","log-normal","3022","24.88617703991952","27.486360253769504"
"8","0.5","150","weibull","789","24.0569062241423","14.044571905188139"
"1","0.5","50","log-normal","4460","23.91643326060845","33.391615714128"
"7","0.5","150","log-normal","1137","21.757875471232897","16.859715300087366"
"9","0.5","150","cauchy","475","25.128644533818147","10.897247358851684"
"10","1","50","log-normal","2425","25.19879477049925","49.24428900898052"
"4","0.5","100","log-normal","3023","24.89139526960941","27.490907587782548"
"10","1","50","log-normal","2426","25.265990170707788","49.25444142409901"
"1","0.5","50","log-normal","4461","23.762738237754846","33.39535895899309"
"10","1","50","log-normal","2427","25.257299528373885","49.26459174701441"
"1","0.5","50","log-normal","4462","23.812814955300578","33.39910178432947"
"7","0.5","150","log-normal","1138","21.725763650707105","16.867127793433"
"8","0.5","150","weibull","790","23.991479046305262","14.053469322555197"
"4","0.5","100","log-normal","3024","24.904968205330597","27.49545416973504"
"10","1","50","log-normal","2428","25.229112843551423","49.27473997901968"
"1","0.5","50","log-normal","4463","23.729412852100115","33.40284419027817"
"10","1","50","log-normal","2429","25.3126152628941","49.28488612140643"
"9","0.5","150","cauchy","476","25.345868222874984","10.908712114635714"
"4","0.5","100","log-normal","3025","24.8899254924722","27.5"
"1","0.5","50","log-normal","4464","23.69032443983286","33.406586176980134"
"7","0.5","150","log-normal","1139","21.709395358101578","16.874537030686206"
"10","1","50","log-normal","2430","25.317797807348494","49.29503017546495"
"8","0.5","150","weibull","791","24.00436310181003","14.062361110425233"
"1","0.5","50","log-normal","4465","23.60462924275977","33.41032774457623"
"10","1","50","log-normal","2431","25.3751831916845","49.3051721424842"
"4","0.5","100","log-normal","3026","24.92828037276599","27.504545078950134"
"10","1","50","log-normal","2432","25.310839942851935","49.31531202375181"
"1","0.5","50","log-normal","4466","23.518464638409323","33.414068893207244"
"7","0.5","150","log-normal","1140","21.74140603633692","16.881943016134134"
"10","1","50","log-normal","2433","25.505134837198614","49.3254498205541"
"8","0.5","150","weibull","792","24.047581417549775","14.071247279470288"
"4","0.5","100","log-normal","3027","24.8477701264799","27.509089406957838"
"1","0.5","50","log-normal","4467","23.60810575571615","33.417809623013895"
"9","0.5","150","cauchy","477","25.25799211605948","10.920164833920778"
"10","1","50","log-normal","2434","25.652611703718975","49.33558553417604"
"1","0.5","50","log-normal","4468","23.574559955642897","33.421549934136806"
"7","0.5","150","log-normal","1141","21.761823012323607","16.889345754054535"
"10","1","50","log-normal","2435","25.667053560296033","49.34571916590131"
"4","0.5","100","log-normal","3028","24.88416928450887","27.51363298439521"
"10","1","50","log-normal","2436","25.631580188407874","49.35585071701227"
"1","0.5","50","log-normal","4469","23.557090217119754","33.425289826716536"
"8","0.5","150","weibull","793","24.137476375407918","14.080127840328723"
"10","1","50","log-normal","2437","25.720981106035246","49.36598018878993"
"1","0.5","50","log-normal","4470","23.67271393164181","33.42902930089356"
"4","0.5","100","log-normal","3029","24.851214032842147","27.518175811634027"
"10","1","50","log-normal","2438","25.637547965663323","49.37610758251404"
"9","0.5","150","cauchy","478","25.37230204590639","10.931605554537724"
"1","0.5","50","log-normal","4471","23.638740848567057","33.43276835680827"
"7","0.5","150","log-normal","1142","21.745781528360823","16.896745248715803"
"10","1","50","log-normal","2439","25.32889692421919","49.38623289946298"
"8","0.5","150","weibull","794","24.133635549081824","14.089002803605371"
"4","0.5","100","log-normal","3030","24.790380254816245","27.52271788904577"
"1","0.5","50","log-normal","4472","23.67431350612939","33.436506994600975"
"10","1","50","log-normal","2440","25.107442247765444","49.39635614091387"
"10","1","50","log-normal","2441","25.17394611830278","49.4064773081425"
"1","0.5","50","log-normal","4473","23.681244647197474","33.44024521441193"
"7","0.5","150","log-normal","1143","21.702898551678647","16.904141504376966"
"4","0.5","100","log-normal","3031","24.760267330514296","27.527259217001607"
"10","1","50","log-normal","2442","25.14891755527299","49.416596402423345"
"9","0.5","150","cauchy","479","25.22624059730868","10.943034314119645"
"8","0.5","150","weibull","795","24.208267040883634","14.097872179871684"
"1","0.5","50","log-normal","4474","23.729958162792663","33.44398301638129"
"10","1","50","log-normal","2443","25.12288915259303","49.42671342502959"
"4","0.5","100","log-normal","3032","24.70521166896619","27.53179979587241"
"1","0.5","50","log-normal","4475","23.741084995105652","33.44772040064913"
"7","0.5","150","log-normal","1144","21.655287818578717","16.911534525287763"
"10","1","50","log-normal","2444","25.008240457664733","49.4368283772331"
"1","0.5","50","log-normal","4476","23.80871682424406","33.45145736735546"
"8","0.5","150","weibull","796","24.21117169519356","14.106735979665885"
"10","1","50","log-normal","2445","24.85696009130876","49.44694126030446"
"4","0.5","100","log-normal","3033","24.72029872210601","27.536339626028727"
"10","1","50","log-normal","2446","24.85480947410632","49.457052075512955"
"1","0.5","50","log-normal","4477","23.886342841449363","33.455193916640205"
"7","0.5","150","log-normal","1145","21.654641353361782","16.91892431568863"
"10","1","50","log-normal","2447","24.900523574659886","49.467160824126545"
"4","0.5","100","log-normal","3034","24.69298785444292","27.54087870784082"
"1","0.5","50","log-normal","4478","23.95871787000258","33.45893004864322"
"8","0.5","150","weibull","797","24.22324657089057","14.115594213493104"
"10","1","50","log-normal","2448","24.632361444229616","49.47726750741192"
"1","0.5","50","log-normal","4479","23.95940008439438","33.462665763504255"
"7","0.5","150","log-normal","1146","21.62006236886188","16.926310879810757"
"10","1","50","log-normal","2449","24.60625158916824","49.48737212663449"
"4","0.5","100","log-normal","3035","24.66557863834329","27.54541704167864"
"1","0.5","50","log-normal","4480","24.086640952182634","33.46640106136302"
"10","1","50","log-normal","2450","24.709801364968666","49.49747468305833"
"8","0.5","150","weibull","798","24.274514673868254","14.124446891825535"
"10","1","50","log-normal","2451","24.689947176107417","49.50757517794625"
"1","0.5","50","log-normal","4481","24.19843440002674","33.47013594235912"
"7","0.5","150","log-normal","1147","21.644481074742423","16.9336942218761"
"4","0.5","100","log-normal","3036","24.654766365253938","27.54995462791182"
"10","1","50","log-normal","2452","24.469015076537534","49.51767361255979"
"1","0.5","50","log-normal","4482","24.126331370145877","33.473870406632095"
"10","1","50","log-normal","2453","24.44442299865866","49.52776998815917"
"8","0.5","150","weibull","799","24.314535291609843","14.13329402510257"
"4","0.5","100","log-normal","3037","24.67066488390009","27.55449146690971"
"1","0.5","50","log-normal","4483","24.10158562092269","33.4776044543214"
"10","1","50","log-normal","2454","24.499651491113813","49.53786430600334"
"7","0.5","150","log-normal","1148","21.653378273163025","16.941074346097416"
"10","1","50","log-normal","2455","24.345190718465265","49.54795656734998"
"1","0.5","50","log-normal","4484","24.22847490536169","33.481338085566414"
"4","0.5","100","log-normal","3038","24.618045875245144","27.55902755904134"
"8","0.5","150","weibull","800","24.352090359029805","14.142135623730951"
"10","1","50","log-normal","2456","24.47952116927022","49.558046773455466"
"1","0.5","50","log-normal","4485","24.19794845968718","33.48507130050644"
"7","0.5","150","log-normal","1149","21.68583562749007","16.948451256678293"
"9","0.5","150","cauchy","480","24.991047009462186","10.954451150103322"
"10","1","50","log-normal","2457","24.472538185114878","49.56813492557492"
"4","0.5","100","log-normal","3039","24.53433868368773","27.56356290467544"
"1","0.5","50","log-normal","4486","24.193028674728517","33.4888040992807"
"10","1","50","log-normal","2458","24.396266942372122","49.57822102496216"
"1","0.5","50","log-normal","4487","24.190683354424344","33.49253648202835"
"10","1","50","log-normal","2459","24.339114086766678","49.58830507286975"
"8","0.5","150","weibull","801","24.479994936893664","14.150971698084906"
"7","0.5","150","log-normal","1150","21.703877599049115","16.95582495781317"
"4","0.5","100","log-normal","3040","24.55962006569101","27.568097504180443"
"10","1","50","log-normal","2460","24.331613898455753","49.59838707054898"
"1","0.5","50","log-normal","4488","24.161836992109247","33.49626844888845"
"9","0.5","150","cauchy","481","24.919293969509052","10.965856099730654"
"10","1","50","log-normal","2461","24.37196305303656","49.60846701924985"
"1","0.5","50","log-normal","4489","24.146811903624705","33.5"
"10","1","50","log-normal","2462","24.3809506885302","49.61854492022111"
"4","0.5","100","log-normal","3041","24.593332861548276","27.572631357924475"
"7","0.5","150","log-normal","1151","21.751150232347868","16.963195453687373"
"8","0.5","150","weibull","802","24.550586251066264","14.159802258506296"
"1","0.5","50","log-normal","4490","24.21020828491903","33.50373113550191"
"10","1","50","log-normal","2463","24.367286902336804","49.628620774710235"
"4","0.5","100","log-normal","3042","24.598551539008294","27.577164466275352"
"10","1","50","log-normal","2464","24.222150678488344","49.63869458396343"
"1","0.5","50","log-normal","4491","24.31663453561175","33.507461855533016"
"9","0.5","150","cauchy","482","24.679032566551236","10.977249200050075"
"7","0.5","150","log-normal","1152","21.814214277949915","16.97056274847714"
"10","1","50","log-normal","2465","24.277130791608656","49.64876634922564"
"8","0.5","150","weibull","803","24.55958592976764","14.168627315304754"
"1","0.5","50","log-normal","4492","24.3377119504041","33.51119216023208"
"10","1","50","log-normal","2466","24.33005269167898","49.658836071740545"
"4","0.5","100","log-normal","3043","24.49447476025974","27.581696829600602"
"1","0.5","50","log-normal","4493","24.330510519519677","33.514922049737784"
"10","1","50","log-normal","2467","24.14321526418978","49.66890375275057"
"7","0.5","150","log-normal","1153","21.784549541382443","16.977926846349646"
"1","0.5","50","log-normal","4494","24.33679993097168","33.51865152418874"
"10","1","50","log-normal","2468","24.133060273369388","49.678969393496885"
"4","0.5","100","log-normal","3044","24.508283638268068","27.586228448267445"
"8","0.5","150","weibull","804","24.60637606554998","14.177446878757825"
"9","0.5","150","cauchy","483","24.310094941163513","10.988630487917955"
"1","0.5","50","log-normal","4495","24.2776702489041","33.52238058372347"
"10","1","50","log-normal","2469","24.14178002635749","49.68903299521938"
"7","0.5","150","log-normal","1154","21.843317146126243","16.98528775146303"
"4","0.5","100","log-normal","3045","24.59868138219096","27.59075932264279"
"10","1","50","log-normal","2470","24.166495625887546","49.69909455915671"
"1","0.5","50","log-normal","4496","24.167516004664147","33.52610922848042"
"10","1","50","log-normal","2471","24.178977937626694","49.70915408654627"
"8","0.5","150","weibull","805","24.61456909564257","14.186260959111108"
"1","0.5","50","log-normal","4497","24.11314881637521","33.529837458597974"
"4","0.5","100","log-normal","3046","24.582087532472283","27.595289453093258"
"10","1","50","log-normal","2472","24.217122421815365","49.71921157862421"
"7","0.5","150","log-normal","1155","21.866144464856244","16.99264546796643"
"1","0.5","50","log-normal","4498","24.16360699418439","33.53356527421443"
"10","1","50","log-normal","2473","24.269750088478716","49.72926703662542"
"9","0.5","150","cauchy","484","24.240799107757507","11"
"4","0.5","100","log-normal","3047","24.66226389536858","27.599818839985165"
"1","0.5","50","log-normal","4499","24.095807486883658","33.53729267546801"
"10","1","50","log-normal","2474","24.35994775639321","49.73932046178355"
"7","0.5","150","log-normal","1156","21.780051374789448","17"
